Student_ID,Age,Gender,Nationality,Program,Major_Specialization,Year_of_Study,Enrollment_Type,GPA,High_School_GPA,SAT_Score,Credits_Completed,Credits_This_Semester,Scholarship_Status,Scholarship_Amount,Accommodation_Type,Distance_From_Campus_km,Attendance_Rate,Study_Hours_Per_Week,Part_Time_Job,Weekly_Work_Hours,Internship_Completed,Internship_Count,Clubs_Joined,Leadership_Role,Online_Courses_Taken,Research_Participation,Publications_Count,Exchange_Program,English_Proficiency_Score,Financial_Aid,Family_Income,Parental_Education_Level,Health_Insurance,Mental_Health_Support_Used,Academic_Probation,Dropout_Risk_Score,Graduation_Expected_Year,Employment_Offer,Starting_Salary_Offer
573,30,Female,Brazil,Economics,Robotics,2,PartTime,3.04,3.75,,57,15,No,0,WithFamily,43.8,73.0,8,No,2,Yes,0,3,Yes,6,No,3,No,93.0,Yes,90315.0,Master,Yes,No,No,0.044,2027,Yes,124689
574,18,Female,Canada,Mathematics,Civil,1,PartTime,2.05,2.72,1406,6,17,No,,OffCampus,42.2,83.0,20,No,7,No,4,4,Yes,2,No,1,No,96.0,No,278828.0,Master,No,No,No,0.863,2027,Yes,48247
575,20,Female,France,Engineering,Cybersecurity,1,FullTime,2.94,4.0,981,95,18,Yes,6062,OffCampus,27.8,80.4,5,Yes,6,No,3,0,No,8,No,0,No,61.0,No,296363.0,HighSchool,Yes,No,No,0.501,2034,No,
576,20,Male,Canada,AI,Statistics,2,FullTime,2.99,2.96,1476,11,10,Yes,27045,WithFamily,34.5,59.2,17,Yes,,No,3,3,Yes,9,No,0,Yes,107.0,No,278750.0,Master,No,Yes,No,0.232,2031,Yes,9600
577,25,Male,Germany,Mathematics,Civil,1,FullTime,3.69,3.04,1228,87,15,No,0,OnCampus,21.4,75.6,36,No,,No,3,2,No,14,Yes,1,Yes,79.0,Yes,276213.0,HighSchool,No,No,No,0.825,2033,No,
578,32,Female,India,Physics,Robotics,1,PartTime,3.54,,1089,112,9,Yes,14446,OffCampus,18.9,93.9,14,Yes,28,No,4,0,Yes,13,No,1,Yes,98.0,Yes,274129.0,PhD,Yes,No,No,0.908,2032,No,0
579,31,Male,Australia,Economics,Civil,1,FullTime,2.21,2.83,1225,169,14,No,0,WithFamily,,86.4,40,No,13,Yes,2,3,No,6,No,2,No,108.0,No,127834.0,Bachelor,No,No,No,0.776,2032,Yes,89638
580,33,Female,Australia,Business,Civil,5,FullTime,2.84,3.82,1447,17,13,Yes,24029,OnCampus,14.3,93.7,44,No,15,No,3,2,No,3,No,0,Yes,101.0,Yes,47355.0,HighSchool,No,Yes,No,0.668,2034,Yes,
581,20,Female,Germany,Physics,Finance,4,FullTime,3.24,3.1,1466,28,18,No,0,OffCampus,,99.2,37,Yes,16,No,3,3,No,4,Yes,3,Yes,111.0,No,,HighSchool,Yes,No,No,0.805,2033,Yes,32219
582,20,Female,UK,Economics,Civil,3,FullTime,2.36,,1318,13,12,Yes,39359,OffCampus,10.7,70.2,16,No,2,No,0,6,No,1,No,1,No,,No,25319.0,PhD,Yes,No,No,0.744,2028,No,0
583,31,Male,Australia,Physics,Marketing,5,PartTime,3.66,3.45,950,117,17,Yes,12291,OnCampus,7.1,96.3,19,No,3,No,1,7,No,1,Yes,2,No,81.0,No,273162.0,HighSchool,No,No,No,0.261,2031,Yes,112026
584,28,Male,China,Computer Science,Cybersecurity,3,FullTime,2.96,2.87,1513,8,18,No,0,OffCampus,49.1,98.8,40,Yes,4,No,4,3,No,0,Yes,2,Yes,88.0,No,191723.0,PhD,Yes,No,No,0.559,2034,Yes,74188
585,23,Male,UK,AI,Marketing,5,FullTime,3.12,3.52,,135,9,No,0,WithFamily,28.0,79.1,43,Yes,2,No,0,6,No,2,Yes,0,Yes,116.0,Yes,144990.0,HighSchool,Yes,No,No,0.91,2027,No,
586,20,Male,Canada,AI,Finance,4,FullTime,2.46,3.87,1533,130,13,No,0,WithFamily,32.4,99.7,45,No,18,Yes,4,6,Yes,4,Yes,3,Yes,96.0,No,126203.0,PhD,Yes,Yes,No,0.185,2029,No,
587,22,Female,UK,Physics,Robotics,5,PartTime,3.17,3.68,1338,90,19,No,0,OnCampus,13.0,65.5,29,Yes,27,Yes,0,5,Yes,2,No,3,Yes,87.0,No,,HighSchool,Yes,No,No,0.576,2029,Yes,40223
588,32,Male,Germany,Physics,Civil,5,PartTime,3.75,2.88,1547,44,20,Yes,2976,OffCampus,3.2,68.2,10,No,18,No,1,5,No,9,No,3,No,84.0,Yes,50956.0,Master,Yes,No,No,0.034,2027,No,
589,25,Male,UAE,Economics,Cybersecurity,2,PartTime,2.87,3.36,946,99,14,Yes,11865,WithFamily,27.8,64.8,30,Yes,1,No,3,7,No,3,No,0,Yes,87.0,No,219927.0,PhD,No,No,No,0.612,2027,No,0
590,29,Male,China,Physics,Marketing,1,PartTime,2.67,3.06,1296,172,12,No,0,OnCampus,19.7,63.4,37,Yes,18,No,1,6,No,12,Yes,1,Yes,83.0,Yes,258705.0,Bachelor,Yes,No,No,0.069,2026,No,0
591,27,Female,France,Physics,Civil,1,PartTime,2.79,3.33,935,137,17,No,0,WithFamily,33.4,74.5,16,Yes,1,Yes,4,0,Yes,14,Yes,3,Yes,89.0,Yes,210010.0,Bachelor,No,No,No,0.069,2034,No,0
592,32,Female,UK,Computer Science,Data Science,5,FullTime,2.32,3.91,937,130,13,Yes,2889,WithFamily,12.7,69.0,21,Yes,0,No,1,4,No,5,Yes,1,No,94.0,No,211911.0,Bachelor,Yes,No,No,0.811,2030,Yes,85280
593,30,Female,Australia,Mathematics,Robotics,1,PartTime,3.76,3.66,1592,115,20,No,0,WithFamily,22.3,59.8,28,Yes,0,No,0,5,Yes,12,No,0,Yes,114.0,Yes,207244.0,PhD,Yes,Yes,No,0.613,2028,No,
594,30,Male,India,Business,Finance,2,PartTime,2.66,2.5,1042,23,14,Yes,,OnCampus,35.7,78.4,69,Yes,28,No,2,4,Yes,2,Yes,0,Yes,114.0,Yes,297932.0,Master,No,No,No,0.754,2027,Yes,
595,22,Female,USA,Mathematics,Civil,1,PartTime,2.2,2.63,1426,39,10,Yes,,OffCampus,19.1,87.5,13,No,0,Yes,0,7,Yes,13,No,0,Yes,97.0,No,21057.0,,No,No,No,0.38,2031,No,
596,34,Female,UK,Mathematics,Finance,1,FullTime,2.36,3.43,1579,100,14,No,0,OnCampus,47.9,88.3,38,Yes,,Yes,1,1,No,14,No,1,Yes,107.0,No,48278.0,PhD,No,No,Yes,0.041,2031,Yes,35014
597,30,Male,UK,Business,Marketing,2,FullTime,3.18,2.56,1104,54,19,No,0,WithFamily,6.1,87.9,29,Yes,23,No,4,0,No,6,Yes,0,No,68.0,Yes,30448.0,HighSchool,No,No,No,0.603,2033,No,
598,24,Female,USA,Engineering,Civil,2,PartTime,2.33,3.37,950,127,20,No,0,WithFamily,3.0,88.8,28,No,19,No,3,3,No,3,No,1,Yes,114.0,No,79719.0,HighSchool,No,No,Yes,0.25,2026,No,0
599,29,Female,UAE,Economics,Statistics,2,PartTime,2.85,3.94,1142,126,14,No,0,WithFamily,13.6,92.2,49,No,23,Yes,4,4,No,5,No,3,Yes,115.0,No,253079.0,Master,No,No,No,0.473,2032,Yes,46413
600,18,Male,Australia,Engineering,Robotics,4,PartTime,3.92,,936,41,12,No,0,OffCampus,12.3,68.2,,Yes,13,Yes,3,7,Yes,5,Yes,0,No,70.0,Yes,227247.0,Master,No,No,No,0.906,2027,Yes,93993
601,29,Male,Canada,Business,Statistics,2,FullTime,2.08,3.61,1161,84,14,Yes,37276,WithFamily,29.3,63.3,44,Yes,12,Yes,1,1,No,0,Yes,2,Yes,62.0,Yes,73650.0,HighSchool,Yes,No,No,0.802,2033,Yes,
602,28,Male,UK,Physics,Data Science,3,FullTime,2.24,3.31,970,65,18,No,0,WithFamily,36.8,85.0,42,No,10,No,2,3,No,5,Yes,0,Yes,81.0,Yes,281294.0,Master,No,No,No,0.97,2030,Yes,55812
603,34,Male,USA,Economics,Marketing,1,PartTime,3.15,2.76,1413,95,15,No,0,OnCampus,19.7,98.2,47,No,17,No,4,3,No,0,Yes,1,Yes,101.0,Yes,254591.0,HighSchool,Yes,No,No,0.649,2030,No,0
604,18,Female,UAE,Engineering,Civil,3,FullTime,3.19,3.32,1515,132,17,Yes,7636,OffCampus,45.0,90.0,42,No,13,Yes,2,7,Yes,8,Yes,0,Yes,117.0,Yes,108799.0,PhD,No,Yes,No,0.794,2033,No,0
605,26,Male,Australia,AI,Marketing,4,PartTime,3.31,2.51,992,119,14,No,,WithFamily,31.6,72.9,29,No,24,No,4,4,No,1,Yes,0,No,,Yes,153261.0,Master,No,No,Yes,0.703,2032,Yes,119167
606,19,Female,Brazil,Mathematics,Data Science,1,FullTime,2.12,3.06,1083,108,10,Yes,,OffCampus,47.3,80.8,18,No,12,Yes,3,2,No,12,Yes,3,No,93.0,No,128971.0,PhD,Yes,No,No,0.182,2031,No,0
607,28,Male,France,Computer Science,Marketing,5,FullTime,2.95,2.82,1215,175,11,Yes,46887,WithFamily,30.8,77.8,21,Yes,27,Yes,3,6,No,8,Yes,3,No,114.0,Yes,69600.0,Bachelor,Yes,No,No,0.341,2032,Yes,144766
608,20,Male,USA,Physics,Civil,5,PartTime,2.72,3.36,1261,75,16,Yes,36655,WithFamily,22.1,87.9,18,No,7,No,2,0,No,10,No,0,Yes,62.0,No,299929.0,PhD,No,No,No,0.331,2031,Yes,89573
609,21,Female,France,Computer Science,Marketing,5,FullTime,2.26,3.47,952,40,11,Yes,32565,OffCampus,8.4,94.8,11,Yes,7,Yes,3,4,Yes,10,Yes,2,Yes,89.0,No,106097.0,Master,No,No,Yes,0.024,2029,Yes,142901
610,28,Female,UK,Mathematics,Marketing,3,PartTime,2.64,3.27,1596,122,13,No,0,OffCampus,28.5,94.6,29,No,1,Yes,2,2,No,5,No,0,No,104.0,Yes,,Bachelor,Yes,No,No,0.595,2027,Yes,
611,33,Male,China,Engineering,Finance,5,PartTime,2.27,3.51,918,89,19,No,,OffCampus,37.6,81.3,27,No,,No,0,4,Yes,4,No,0,Yes,70.0,No,25369.0,PhD,No,No,No,0.776,2034,Yes,
612,27,Male,USA,Business,Statistics,3,FullTime,2.36,3.07,1072,7,17,No,0,WithFamily,40.7,74.2,47,Yes,28,No,0,6,No,4,Yes,2,No,101.0,Yes,221067.0,HighSchool,No,No,No,0.46,2028,No,0
613,24,Female,UK,Mathematics,Marketing,4,FullTime,3.96,3.76,,112,16,Yes,15645,WithFamily,0.8,96.5,,Yes,26,No,1,4,No,6,Yes,3,Yes,79.0,No,247847.0,Bachelor,No,No,No,0.499,2030,Yes,53077
614,26,Male,Canada,Physics,Marketing,1,FullTime,4.0,3.9,999,155,13,Yes,24613,OnCampus,24.6,79.5,17,Yes,25,Yes,2,4,No,5,Yes,2,Yes,71.0,No,222292.0,HighSchool,Yes,No,No,0.834,2033,No,0
615,25,Female,Germany,Mathematics,Cybersecurity,2,FullTime,3.31,2.96,1304,60,13,No,0,OnCampus,44.3,67.6,24,Yes,6,Yes,3,2,No,14,Yes,3,No,72.0,No,195767.0,Master,No,Yes,No,0.174,2026,No,
616,22,Male,India,Mathematics,Robotics,5,FullTime,2.87,3.49,1028,139,19,Yes,4347,OnCampus,35.8,97.4,23,No,13,Yes,4,5,No,2,No,2,Yes,90.0,No,33233.0,Master,No,No,No,0.116,2033,No,0
617,33,Female,UAE,Computer Science,Data Science,2,PartTime,4.0,3.06,1176,151,14,Yes,1255,OffCampus,29.5,81.2,27,Yes,6,Yes,4,1,Yes,14,Yes,3,Yes,111.0,Yes,64871.0,Bachelor,No,No,No,0.451,2028,No,0
618,28,Male,India,Physics,Data Science,2,FullTime,2.26,3.92,1161,128,15,Yes,4245,OffCampus,48.0,66.0,38,No,14,Yes,2,6,No,10,No,0,No,73.0,No,264548.0,PhD,No,No,Yes,0.799,2027,No,
619,22,Male,UAE,Business,Finance,4,FullTime,2.91,4.0,1561,120,15,Yes,32297,OnCampus,26.4,96.3,25,No,10,No,0,7,Yes,9,No,3,Yes,107.0,Yes,204256.0,,No,No,No,0.055,2032,Yes,1004
620,27,Male,USA,AI,Robotics,2,FullTime,3.74,,,0,18,Yes,44804,OnCampus,20.3,74.6,20,Yes,25,No,2,0,Yes,10,Yes,2,No,109.0,No,,PhD,No,No,No,0.276,2034,Yes,65845
621,34,Male,UAE,Computer Science,Cybersecurity,4,FullTime,2.01,3.33,1274,170,18,Yes,16231,OffCampus,28.8,60.7,13,Yes,17,Yes,1,0,No,10,Yes,3,No,60.0,No,287732.0,Master,No,No,No,0.562,2026,No,0
622,32,Female,France,Computer Science,Civil,3,PartTime,3.87,2.7,1387,72,17,Yes,40046,WithFamily,44.5,67.4,5,Yes,2,No,0,3,No,7,Yes,1,Yes,,No,289222.0,PhD,Yes,No,No,0.609,2029,No,
623,20,Female,Germany,AI,Cybersecurity,2,FullTime,3.67,3.53,1553,160,10,Yes,16033,WithFamily,13.0,82.9,40,Yes,23,No,0,3,Yes,10,No,0,No,98.0,Yes,194189.0,Master,Yes,No,No,0.885,2033,Yes,129437
624,17,Female,UAE,AI,Civil,4,PartTime,2.23,2.65,1008,107,11,No,0,OffCampus,31.1,72.3,7,No,17,Yes,3,2,Yes,0,Yes,1,No,90.0,Yes,175157.0,HighSchool,Yes,No,No,0.264,2028,Yes,92128
625,17,Male,UK,Business,Robotics,2,PartTime,2.76,3.22,1042,20,16,No,0,WithFamily,27.3,99.0,9,No,0,No,2,5,Yes,0,Yes,2,Yes,77.0,Yes,176908.0,HighSchool,Yes,No,No,0.129,2032,Yes,45029
626,31,Female,UAE,Computer Science,Finance,5,PartTime,2.5,2.92,1016,65,18,No,0,OnCampus,6.2,95.0,47,No,14,No,0,1,No,14,No,2,No,105.0,No,162193.0,HighSchool,Yes,No,No,0.969,2027,Yes,
627,33,Male,Canada,Business,Finance,2,PartTime,3.39,3.16,,18,10,No,0,OnCampus,41.2,98.1,16,Yes,18,Yes,1,0,Yes,13,No,1,No,82.0,Yes,220539.0,PhD,Yes,No,No,0.309,2028,Yes,25237
628,27,Female,Canada,Computer Science,Statistics,1,FullTime,3.67,3.32,1400,55,17,No,0,OffCampus,45.5,96.7,47,Yes,12,Yes,1,0,No,14,No,3,Yes,60.0,No,,Master,No,No,No,0.797,2033,No,0
629,34,Male,Canada,Computer Science,Robotics,4,FullTime,3.09,3.63,,55,16,Yes,11966,OffCampus,18.7,63.9,16,Yes,6,No,0,3,Yes,10,No,2,Yes,82.0,No,39197.0,Master,Yes,No,No,0.02,2030,Yes,119209
630,17,Female,USA,AI,Cybersecurity,2,PartTime,3.86,2.88,1094,55,15,Yes,6696,OnCampus,28.9,73.8,20,No,18,No,1,2,No,7,No,2,No,73.0,Yes,105111.0,,No,No,No,0.84,2031,No,0
631,32,Male,USA,Computer Science,Cybersecurity,2,FullTime,2.27,3.88,1371,33,19,No,0,OnCampus,17.0,87.4,20,No,29,Yes,0,5,No,4,No,3,Yes,99.0,Yes,214994.0,Master,No,No,No,0.432,2031,Yes,13271
632,31,Female,Australia,Business,Robotics,3,FullTime,3.87,3.03,1191,61,10,Yes,33345,WithFamily,31.0,91.4,47,No,19,No,4,2,No,11,Yes,0,Yes,114.0,Yes,30528.0,,No,No,No,0.139,2033,Yes,33314
633,21,Male,USA,Economics,Statistics,2,FullTime,2.55,3.03,1492,96,15,No,0,OnCampus,1.5,85.2,27,No,,Yes,1,1,No,8,Yes,2,No,99.0,No,,Bachelor,No,Yes,No,0.905,2029,Yes,78815
634,25,Female,Australia,Business,Statistics,4,FullTime,3.07,3.13,1545,84,13,No,0,OnCampus,33.6,73.8,13,No,9,Yes,2,6,Yes,12,No,0,No,69.0,Yes,223992.0,Bachelor,No,No,No,0.022,2028,Yes,123322
635,17,Female,India,Physics,Civil,2,PartTime,2.4,3.14,1022,27,12,No,0,OnCampus,29.1,66.4,23,Yes,13,No,2,7,No,2,No,1,Yes,75.0,Yes,154761.0,Bachelor,No,No,No,0.965,2028,No,
636,31,Female,Germany,Mathematics,Data Science,4,PartTime,3.89,3.78,,60,20,Yes,44093,WithFamily,34.0,97.8,18,Yes,24,Yes,1,0,No,6,No,1,No,86.0,Yes,153372.82113733012,PhD,No,No,No,0.81,2033,No,0
637,17,Female,UK,Engineering,Statistics,3,FullTime,3.71,2.65,1404,160,15,No,0,OnCampus,22.2,,42,Yes,19,Yes,1,0,Yes,11,Yes,2,Yes,76.0,Yes,269813.0,,Yes,No,No,0.237,2032,No,0
638,33,Male,UAE,AI,Civil,2,PartTime,3.66,3.14,1136,95,16,No,0,WithFamily,16.7,86.9,32,No,25,No,4,5,Yes,14,Yes,2,Yes,,No,202876.0,PhD,No,No,No,0.871,2034,No,0
639,28,Male,USA,Mathematics,Finance,3,FullTime,3.92,3.71,1165,106,13,Yes,44577,OnCampus,20.5,60.9,21,Yes,6,Yes,1,5,Yes,3,No,1,Yes,68.0,Yes,280247.0,Bachelor,No,No,No,0.75,2030,No,0
640,19,Female,China,Computer Science,Finance,4,PartTime,3.1,2.94,1547,72,12,No,0,OffCampus,37.6,,6,No,26,No,2,2,Yes,14,Yes,3,Yes,84.0,No,196421.0,,Yes,No,No,0.881,2031,Yes,95717
641,21,Male,Germany,Computer Science,Data Science,5,FullTime,2.93,4.0,1480,147,15,Yes,12567,WithFamily,,84.4,,Yes,7,Yes,0,1,No,2,No,2,Yes,68.0,No,291326.0,HighSchool,Yes,No,No,0.189,2033,Yes,
642,32,Male,France,Economics,Data Science,2,FullTime,3.19,2.44,,167,19,Yes,47606,WithFamily,27.9,70.6,34,No,27,No,3,3,No,2,Yes,3,Yes,75.0,No,206126.0,Bachelor,No,No,No,0.024,2033,Yes,56055
643,27,Male,Brazil,Economics,Robotics,3,FullTime,3.72,3.49,1247,68,15,Yes,15438,WithFamily,30.9,73.3,33,Yes,24,Yes,4,0,No,13,No,3,No,103.0,No,37766.0,HighSchool,No,No,No,0.05,2034,Yes,138364
644,18,Female,UK,AI,Civil,4,PartTime,2.5,,,54,18,No,,WithFamily,,,17,No,15,Yes,0,0,No,8,Yes,0,No,73.0,Yes,94161.0,PhD,Yes,No,No,0.442,2033,No,0
645,26,Male,Brazil,AI,Finance,1,FullTime,3.57,3.6,1528,46,14,Yes,28852,OffCampus,48.5,68.1,15,Yes,9,No,0,4,No,6,Yes,0,No,119.0,No,50338.0,HighSchool,No,No,No,0.976,2033,No,0
646,30,Male,USA,AI,Civil,2,FullTime,2.05,3.6,1583,11,10,Yes,37011,OnCampus,5.6,79.4,46,No,2,No,3,2,Yes,12,No,0,Yes,,No,,HighSchool,Yes,No,No,0.312,2028,Yes,
647,25,Male,Australia,AI,Marketing,4,PartTime,2.75,3.16,1216,16,18,No,0,WithFamily,17.5,88.1,46,Yes,17,Yes,3,4,Yes,14,Yes,1,Yes,62.0,Yes,43918.0,PhD,No,No,No,0.708,2028,No,0
648,34,Female,Brazil,Computer Science,Civil,2,FullTime,3.54,3.19,,129,19,Yes,49920,OnCampus,6.6,98.0,,No,13,Yes,1,4,Yes,6,Yes,0,No,110.0,No,,Master,No,No,No,0.597,2026,No,
649,24,Female,UAE,Business,Statistics,1,PartTime,3.08,3.67,1495,10,11,Yes,2366,OffCampus,28.1,78.5,12,Yes,24,No,2,3,Yes,3,No,3,Yes,86.0,Yes,95798.0,Master,No,No,No,0.16,2030,Yes,89343
650,32,Female,UK,Mathematics,Finance,3,PartTime,3.81,3.95,1524,78,17,Yes,2737,WithFamily,37.6,80.3,,No,25,No,3,2,No,8,No,3,No,,Yes,151149.0,Master,Yes,No,No,0.183,2028,Yes,124804
651,33,Male,Brazil,Engineering,Cybersecurity,4,FullTime,3.7,2.84,1145,49,13,No,0,OffCampus,,89.3,31,No,13,Yes,2,6,No,11,Yes,1,Yes,108.0,No,,Bachelor,Yes,No,No,0.832,2030,Yes,141965
652,23,Male,Brazil,Physics,Civil,3,PartTime,2.9,2.93,1386,23,19,Yes,2800,OffCampus,41.5,81.5,27,Yes,,Yes,2,1,No,7,Yes,0,Yes,117.0,No,778385.5135732031,Master,Yes,No,No,0.125,2033,Yes,70568
653,19,Male,France,AI,Finance,5,PartTime,3.25,3.83,1031,36,17,No,0,OnCampus,31.6,95.0,45,Yes,15,No,1,7,No,9,Yes,1,No,62.0,Yes,79561.0,Master,Yes,No,No,0.862,2028,Yes,
654,30,Male,France,AI,Civil,1,PartTime,2.56,2.9,1307,122,19,Yes,33647,OnCampus,,59.8,16,Yes,28,Yes,1,4,No,5,Yes,0,Yes,75.0,Yes,250269.0,Master,No,No,No,0.783,2032,Yes,58855
655,32,Male,UK,AI,Civil,5,FullTime,2.91,3.15,,162,10,No,0,OffCampus,15.7,73.6,15,Yes,,No,4,6,No,0,No,2,No,85.0,No,46753.0,PhD,No,No,No,0.522,2029,Yes,85882
656,19,Male,Canada,Economics,Finance,1,PartTime,2.27,3.16,1109,85,17,Yes,21599,WithFamily,31.0,,13,No,0,No,1,5,Yes,7,Yes,1,No,85.0,Yes,78974.0,,Yes,No,No,0.796,2034,No,
657,30,Female,UK,AI,Data Science,2,PartTime,1.99,3.81,1142,89,20,Yes,314,OnCampus,10.4,80.8,37,Yes,16,Yes,3,0,No,2,No,3,Yes,119.0,Yes,212929.0,Bachelor,No,No,No,0.767,2031,No,0
658,21,Female,UK,Engineering,Finance,5,FullTime,3.43,3.89,1128,148,15,No,0,OnCampus,14.4,66.4,8,Yes,28,No,1,7,No,3,Yes,2,Yes,,Yes,130309.0,PhD,No,No,No,0.887,2033,Yes,31235
659,24,Male,France,Economics,Marketing,2,FullTime,2.61,3.76,1485,95,12,Yes,41311,WithFamily,16.2,97.7,36,Yes,21,No,0,5,No,3,Yes,3,No,113.0,No,189856.0,Master,No,No,No,0.754,2032,No,0
660,29,Female,France,Economics,Marketing,2,FullTime,3.7,3.91,1581,93,11,No,0,OffCampus,,94.6,49,No,,No,3,5,Yes,12,No,1,Yes,94.0,Yes,98059.0,Bachelor,No,No,No,0.132,2029,Yes,120518
661,32,Female,UK,Business,Robotics,4,FullTime,2.75,2.71,1550,169,12,No,0,WithFamily,6.1,62.6,37,Yes,2,Yes,4,3,No,8,No,0,No,106.0,Yes,73018.0,Master,No,No,No,0.631,2031,Yes,33591
662,17,Female,Germany,Physics,Data Science,5,FullTime,2.91,3.95,1275,140,15,No,0,OffCampus,27.9,77.9,17,Yes,21,Yes,3,0,No,6,No,3,No,106.0,Yes,223106.0,PhD,Yes,Yes,No,0.562,2034,No,0
663,20,Male,Germany,Physics,Statistics,4,PartTime,2.14,3.86,1407,7,17,Yes,21677,OffCampus,4.1,99.7,36,No,29,Yes,3,7,No,9,No,1,Yes,60.0,Yes,142538.0,,Yes,No,No,0.747,2026,No,
664,29,Female,UK,Economics,Robotics,2,PartTime,2.6,3.7,1344,174,17,Yes,40160,WithFamily,1.1,83.2,45,No,19,No,3,6,No,7,No,0,No,98.0,No,50536.0,Master,Yes,No,No,0.135,2034,Yes,139084
665,34,Male,Germany,Mathematics,Finance,4,FullTime,3.64,2.85,1294,167,9,Yes,45809,OnCampus,16.0,64.8,,No,17,No,0,2,Yes,10,Yes,3,Yes,62.0,No,205199.0,Master,No,No,No,0.32,2026,Yes,59108
666,34,Male,USA,Physics,Robotics,4,PartTime,3.67,,969,96,10,No,0,OnCampus,18.3,76.8,15,No,7,No,0,0,Yes,7,Yes,1,Yes,106.0,No,116801.0,HighSchool,Yes,No,No,0.187,2028,Yes,16676
667,27,Male,France,AI,Finance,2,FullTime,2.76,3.22,990,93,16,No,0,OnCampus,3.3,67.5,48,Yes,,No,1,1,No,4,Yes,3,No,79.0,Yes,263258.0,Bachelor,Yes,No,No,0.81,2026,Yes,121128
668,17,Female,China,AI,Statistics,5,PartTime,3.57,3.66,1596,104,16,Yes,45514,OnCampus,33.9,83.2,,Yes,4,Yes,0,4,No,13,No,3,Yes,88.0,Yes,,HighSchool,No,No,No,0.702,2034,No,0
669,30,Male,France,Business,Robotics,4,FullTime,2.92,2.94,,35,9,Yes,7118,OffCampus,,80.7,27,No,16,No,3,0,Yes,13,Yes,2,No,71.0,Yes,153514.0,PhD,No,No,No,0.747,2028,Yes,
670,21,Male,USA,Business,Robotics,1,PartTime,2.35,3.81,1423,165,13,Yes,43964,WithFamily,1.3,80.8,6,No,24,No,0,0,No,14,No,2,No,103.0,Yes,63633.0,HighSchool,No,No,No,0.889,2027,No,0
671,27,Female,Canada,AI,Data Science,1,PartTime,2.91,3.28,,75,17,No,0,WithFamily,1.0,86.6,24,Yes,10,Yes,3,2,Yes,1,Yes,3,No,107.0,No,22699.0,Bachelor,Yes,No,No,0.674,2034,No,
672,23,Female,France,Business,Data Science,3,FullTime,3.92,3.93,1296,94,15,Yes,26715,WithFamily,6.2,78.5,45,No,17,No,1,6,No,0,Yes,0,Yes,81.0,No,293972.0,PhD,No,No,No,0.676,2026,No,0
673,30,Female,France,Mathematics,Robotics,1,PartTime,3.64,3.04,939,50,10,No,0,WithFamily,28.1,65.2,24,Yes,5,No,2,5,No,14,No,2,No,88.0,Yes,158936.0,HighSchool,No,No,No,0.537,2029,Yes,21621
674,20,Female,Australia,Computer Science,Robotics,4,FullTime,2.7,3.05,1289,158,19,No,0,WithFamily,21.9,84.4,41,Yes,14,Yes,2,5,No,5,No,3,Yes,92.0,No,88482.0,PhD,Yes,No,No,0.492,2026,No,0
675,20,Female,Canada,Engineering,Marketing,5,PartTime,3.55,3.56,1570,6,11,No,0,OnCampus,30.5,81.0,20,Yes,4,Yes,4,4,Yes,3,No,1,No,119.0,Yes,64453.0,PhD,No,No,No,0.121,2031,Yes,
676,29,Male,Canada,Physics,Statistics,5,FullTime,2.68,,,82,10,No,0,OnCampus,7.2,91.1,6,Yes,15,Yes,1,3,No,6,Yes,0,Yes,73.0,Yes,287467.0,PhD,No,No,No,0.949,2027,Yes,51731
677,24,Male,India,Mathematics,Cybersecurity,1,PartTime,2.1,3.37,1571,147,18,No,0,OnCampus,41.2,67.7,19,Yes,22,No,0,0,Yes,2,Yes,0,No,95.0,No,190330.0,Master,Yes,No,No,0.68,2029,Yes,72798
678,18,Male,China,Economics,Cybersecurity,1,PartTime,3.41,2.73,,136,10,Yes,11224,WithFamily,36.5,93.6,41,Yes,21,No,0,4,No,4,Yes,1,Yes,,Yes,204912.0,,Yes,No,No,0.252,2027,No,0
679,24,Male,UAE,Computer Science,Finance,5,FullTime,3.64,3.14,1421,148,20,Yes,44581,OnCampus,46.8,80.7,22,No,10,Yes,3,3,No,10,Yes,1,No,110.0,No,282894.0,Bachelor,No,No,No,0.88,2029,Yes,
680,30,Female,China,Mathematics,Civil,1,FullTime,3.25,3.09,1148,6,17,No,0,OnCampus,1.9,92.4,49,No,28,Yes,4,2,Yes,11,No,3,Yes,91.0,Yes,137354.0,PhD,No,No,No,0.045,2033,No,0
681,27,Female,Germany,AI,Statistics,2,PartTime,3.19,3.81,1252,92,14,No,0,WithFamily,17.9,,17,No,2,No,3,0,No,7,Yes,2,No,91.0,Yes,292922.0,Master,Yes,No,No,0.443,2027,Yes,100612
682,33,Male,India,Business,Statistics,5,PartTime,3.58,3.5,1183,156,13,No,,OnCampus,32.3,88.8,48,Yes,22,Yes,3,0,No,6,No,3,Yes,94.0,Yes,282643.0,PhD,Yes,No,Yes,0.868,2033,No,0
683,31,Female,France,AI,Cybersecurity,5,FullTime,3.67,3.85,921,170,9,No,0,WithFamily,,75.1,10,Yes,1,No,3,2,No,8,No,0,Yes,105.0,No,109985.0,HighSchool,Yes,Yes,No,0.32,2028,No,0
684,34,Male,China,Engineering,Marketing,3,PartTime,3.76,2.92,1277,31,16,No,0,OnCampus,26.3,73.0,36,Yes,19,Yes,3,1,Yes,13,Yes,1,No,72.0,Yes,243285.0,PhD,Yes,No,No,0.079,2030,No,0
